text,label,source
"Amennyiben a közbeszerzési eljárás eredményeként megkötött Szerződést teljesítő Vállalkozó külföldi adóilletőségű, a Kbt. 136. § (2) bekezdésben foglalt kötelezésnek megfelelően köteles a Szerződéshez arra vonatkozó meghatalmazást csatolni, hogy az illetősége szerinti adóhatóságtól a magyar adóhatóság közvetlenül beszerezhet a Vállalkozóra vonatkozó adatokat az országok közötti jogsegély igénybevétele nélkül.",2-Nehezen érthető,epitesi_beruhazas.json
A Vállalkozó köteles a Megrendelőt haladéktalanul írásban értesíteni a Szerződés teljesítéséről (készre jelentés).,5-Könnyen érthető,epitesi_beruhazas.json
A Szerződés teljesítését a Megrendelő teljesítés-igazolás kiadásával igazolja. A Szerződés teljesítését és a Megrendelőnek a teljesítésről szóló írásbeli értesítését követően a Vállalkozó teljesítés-igazolásért folyamodhat a Megrendelőhöz. A Megrendelő a Szerződés teljesítését igazoló teljesítés-igazolást a Vállalkozó írásbeli értesítésétől számított 15 napon belül köteles kiadni. Egyetlen közbenső teljesítés-igazolás kiállítása sem jelenti a Szerződés egészére vonatkozó teljesítés igazolását.,2-Nehezen érthető,epitesi_beruhazas.json
"Amennyiben műszaki átadás-átvételi eljárás lefolytatására kerül sor, a Megrendelő a Vállalkozó készre jelentésétől számított 15 napon belül megkezdi a műszaki átadás-átvételi eljárást, amely a próbaüzemmel kezdődik",4-Érthető,epitesi_beruhazas.json
"A Megrendelő képviselői (műszaki ellenőre(i)) bármikor ellenőrizhetik az elvégzett munka szakszerűségét, hibás teljesítés esetén megtagadhatják a munka átvételét.",5-Könnyen érthető,epitesi_beruhazas.json
"A teljesítés ideje az az időpont, amikor a Megrendelő felé - a Megrendelő által elfogadottan - a Szerződés szerint maradéktalanul teljesített a Vállalkozó.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó akkor teljesített megfelelően, ha a Szerződést annak feltételei szerint teljesítette, a Szerződés tárgyát képező munkát maradéktalanul elvégezte, az üzemeltetéshez szükséges dokumentációkat Megrendelő részére átadta, és azt a Megrendelő – a sikeres próbaüzemet követően (amennyiben ilyen kikötésre került) – az üzembe helyezési eljárás során hiánytalanul átvette.",4-Érthető,epitesi_beruhazas.json
"A Megrendelő a Vállalkozót a hibás teljesítés észlelésekor haladéktalanul írásban értesíti, feltüntetve a hibás mű(részek) listáját, valamint a felmerült hibákat. Ha a szemle, vagy műszeres vizsgálat eredményeként",5-Könnyen érthető,epitesi_beruhazas.json
"A Megrendelő az előállított mű, vagy annak bármely részének átvételét jogosult visszautasítani, amennyiben azt hibásnak vagy nem megfelelő minőségűnek találja, de ennek indoklását köteles a Vállalkozóval közölni. A Vállalkozó köteles az észlelt hibát kijavítani. Ha a Vállalkozó a kijavítási kötelezettségének nem tesz eleget, a Megrendelő jogosult azt más Vállalkozóval elvégeztetni és az ezzel kapcsolatban felmerült összes költségét a Vállalkozóval szemben érvényesíteni.",4-Érthető,epitesi_beruhazas.json
"A Vállalkozó köteles a Megrendelő nyilatkozata szerint a hiba kijavítását, illetve a hibás dolog kicserélését, a saját költségén a lehető legrövidebb időn belül, de legkésőbb 8 (nyolc) naptári napon belül megkezdeni, és a műszakilag indokolt időn belül befejezni.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó késedelmes, illetve hibás teljesítése esetén a Megrendelő kötbért érvényesíthet a Vállalkozóval szemben a 9. pontban írtak szerint.",5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó a teljesítési határidőt nem tudja tartani, annak lejárta előtt legalább 3 (három) nappal az ok feltüntetésével írásban köteles a Megrendelőt tájékoztatni.",5-Könnyen érthető,epitesi_beruhazas.json
"Ha a Vállalkozó a Szerződés teljesítése folyamán bármikor olyan helyzetbe kerül, amely megakadályozza a Szerződés megfelelő időben történő teljesítését, haladéktalanul írásban közölnie kell a Megrendelő felé a késedelem tényét, várható időtartamát és okait, valamint egyidejűleg köteles egy olyan póthatáridőt megjelölni, amelyen belül teljesíteni tud. A Megrendelő az írásbeli bejelentés kézhezvételét követően saját belátása szerint jogosult a teljesítésre póthatáridőt meghatározni.",5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a Megrendelő írásban biztosít a teljesítésre póthatáridőt, úgy a Vállalkozó a póthatáridő napjáig történő teljesítésig nem esik késedelembe. Amennyiben a Megrendelő írásban nem biztosít póthatáridőt, úgy a Vállalkozó az eredeti teljesítési határidőre köteles teljesíteni azzal, hogy a határidő túllépése esetén késedelembe esik, és alkalmazhatóvá válnak a Vállalkozó késedelme miatti jogkövetkezmények. Amennyiben a Vállalkozó a részére írásban biztosított póthatáridőt is túllépi, úgy a póthatáridő túllépése esetén késedelembe esik, és alkalmazhatóvá válnak a Vállalkozó késedelme miatti jogkövetkezmények.",1-Nagyon nehezen érthető,epitesi_beruhazas.json
"Ha a teljesítési határidő lejárta előtt nyilvánvalóvá válik, hogy a Vállalkozó csak olyan számottevő késéssel tudja teljesíteni a Szerződést, amely miatt a Megrendelőnek már nem áll érdekében a Szerződés fenntartása, vagy ha a késedelmi kötbér elérte a maximumát, a Megrendelő jogosult a Szerződéstől - kötbér- és kártérítési igény követelése mellett - elállni, vagy a Szerződést azonnali hatállyal felmondani, és a Szerződés tárgyát képező munkát harmadik személlyel elvégeztetni. A meghiúsulási kötbéren felül esetlegesen keletkező kárként az árkülönbözetet a Megrendelő kártérítés jogcímén a Vállalkozóval szemben érvényesítheti.",4-Érthető,epitesi_beruhazas.json
A hibás vagy késedelmes teljesítés elfogadása nem jelent lemondást a jogkövetkezmények érvényesítésének jogáról.,5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó az általa elvégzett munkára, és az általa biztosított beépített, cserélt anyagokra a Megrendelésben, illetve az Egyedi Szerződésben meghatározott időtartamú jótállást vállal, kivéve ha a jogszabályban meghatározott jótállási idő ennél hosszabb, mert az esetben a hosszabb jótállási idő irányadó.",5-Könnyen érthető,epitesi_beruhazas.json
A jótállás kezdetének időpontja a Megrendelő és a Vállalkozó által közösen lebonyolított sikeres (műszaki) átadásátvételnek a napja.,5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó köteles a hibás művet, illetve a beépített anyagot kijavítani, illetve amennyiben a Megrendelővel egyeztetett határidőn belül erre nem képes, köteles ésszerű időn belül a munkát újra elvégezni, illetve a beépített anyagot kicserélni.",5-Könnyen érthető,epitesi_beruhazas.json
"Ha a bizonyítható értesítés kézhezvételét követően 5 (öt) munkanapos határidőn belül a Vállalkozó nem kezdi meg, vagy megkezdi, de határidőn belül nem fejezi be a hiba kijavítását, a Megrendelő megteheti az egyéb intézkedéseket (pl. jóteljesítési biztosíték, kijavítás, kijavíttatás, más vállalkozó igénybevétele) a hiba kiküszöbölésére a Vállalkozó kockázat- és költségviselése mellett anélkül, hogy a Megrendelőnek a Vállalkozóval szembeni bármely más, Szerződés szerinti joga sérelmet szenvedne. Amennyiben a Vállalkozó a jótállási",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A Megrendelő a jótállási igényét a teljesítés helyén érvényesítheti, illetve a Vállalkozó azt ott köteles teljesíteni.",5-Könnyen érthető,epitesi_beruhazas.json
"A kijavított, vagy kicserélt termékre/műre a jótállási időszak újból kezdődik.",5-Könnyen érthető,epitesi_beruhazas.json
"A jótállási kötelezettség nem terjed ki az elemi csapás, rongálás vagy más szakszerűtlen működtetés, beavatkozás által okozott károk kijavítására.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó viseli a Megrendelő jótállási igénye érvényesítésével kapcsolatban felmerült minden igazolt költségét (kiszállás, csere stb.), amely a hibás teljesítésre vezethető vissza.",5-Könnyen érthető,epitesi_beruhazas.json
A Vállalkozó a jótállási kötelezettség elmulasztásából vagy nem megfelelő teljesítéséből bekövetkező károkért felel.,5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó az általa elvégzett munkára, és az általa biztosított beépített, cserélt anyagokra a hatályos jogszabályi előírásoknak megfelelő szavatosságot vállal.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó köteles jóteljesítési biztosítékot nyújtani, annak mértékét és időtartamát, biztosításának határidejét és időtartamát a Megrendelés, illetve a Szerződés tartalmazza. A jóteljesítési biztosítékkal szembeni követelmény, hogy az feltétlen és visszavonhatatlan legyen. A jóteljesítési biztosíték időtartama hibás teljesítés esetén meghosszabbodik a teljesítési hiba cseréjének és kijavításának időtartamával. A jóteljesítési biztosíték a jótállási kötelezettségek biztosítását szolgálja, és Megrendelő jogosult annak lehívására a Vállalkozó esetleges tiltakozása ellenére is, amennyiben a Vállalkozó a Szerződés szerinti jótállási kötelezettségeit nem teljesíti. Amennyiben a díj módosul, a jóteljesítési garanciát ki kell egészíteni.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A jóteljesítési biztosíték teljesíthető (i) a Megrendelő fizetési számlájára történő befizetéssel (óvadék), (ii) a teljesítésért járó ellenértékből való levonás (visszatartás) útján, (iii) bankgarancia vagy banki kezesség biztosításával, illetve (iv) biztosítási szerződés alapján kiállított - kezességvállalást tartalmazó - kötelezvénnyel. A kezesi kötelezvény minden esetben csak olyan lehet, amelyben a kezest nem illeti meg a sortartási kifogás, azaz a kezes nem követelheti, hogy a Megrendelő a követelést először a Vállalkozótól hajtsa be. A Vállalkozó bármikor jogosult egyik biztosítéki formáról a másikra áttérni, a biztosítéknak azonban a Szerződésben foglalt összegnek és időtartamnak megfelelően folyamatosan rendelkezésre kell állnia. A Vállalkozó a jóteljesítési biztosítékot a jótállási kötelezettség kezdetének időpontjáig köteles a Megrendelő rendelkezésére bocsátani.",1-Nagyon nehezen érthető,epitesi_beruhazas.json
"A Vállalkozó bevonásával, a teljesítés minőségével kapcsolatban a jóteljesítési biztosíték lejártát megelőzően felülvizsgálati bejárást kell tartani, melyet a műszaki ellenőr/szakmai kapcsolattartó szervez. Amennyiben a bejárás nem tár fel hibát, illetve az ott feltárt hibákat a Vállalkozó kijavította, a Megrendelő igazolást állít ki a sikeres felülvizsgálati bejárásról. Amennyiben a jóteljesítési biztosíték visszatartás útján került biztosításra, a Megrendelő és Vállalkozó által közösen aláí-rt igazolást a Vállalkozó megküldi a Megrendelő számlaküldési címére, a Megrendelő pedig a Szerződésben rögzített fizetési határidő szerint utalja át Vállalkozónak a fel nem használt visszatartás összegét.",2-Nehezen érthető,epitesi_beruhazas.json
"A Megrendelő jogosult minden külön eljárás nélkül a Vállalkozó nem szerződésszerű teljesítésére visszavezethető bárminemű kötbér, költség egyéb kár megtérítésére a jóteljesítési biztosítékból a felmerült összeget igénybe venni.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a nem szerződésszerű teljesítésre tekintettel felmerült kötbér, költség, illetve kár összege meghaladja a jóteljesítési biztosíték mértékét, úgy a Vállalkozó az ezt meghaladó összeget is köteles a Szerződés szabályai szerint a Megrendelő részére megfizetni.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"Amennyiben a Megrendelő a jóteljesítési biztosítékot részben vagy egészben igénybe vette, úgy a Vállalkozó köteles azt 8 (nyolc) napon belül az eredeti összegre kiegészíteni a jóteljesítési biztosíték időtartamának végéig. Amennyiben a Vállalkozó nem tesz eleget a feltöltési kötelezettségének, úgy a Megrendelő jogosult a Szerződést azonnali hatállyal felmondani, vagy attól azonnali hatállyal elállni.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó a jótállási idő alatt a jótállási kötelezettségét részben, vagy egészben teljesíti, a jóteljesítési biztosítékadás keretében biztosított óvadék, illetve annak azon része, amely a jótállási kötelezettség nem-teljesítése miatti felhasználást követően megmaradt, a jóteljesítési biztosíték időtartamának lejártát követően a Vállalkozónak 30 napon belül kifizetésre kerül. A Megrendelő az óvadék után nem fizet kamatot a Vállalkozónak. Amennyiben a visszatartás útján biztosított jóteljesítési biztosíték egészben, vagy részben nem került igénybe vételre, annak lejártát követően a Megrendelő és Vállalkozó által közösen aláírt teljesítés-igazolást a Vállalkozó megküldi a Megrendelő számlaküldési címére, a Megrendelő pedig a jóteljesítési biztosíték időtartamának lejártát követő 30 napon belül utalja át a Vállalkozónak a fel nem használt visszatartás összegét.",1-Nagyon nehezen érthető,epitesi_beruhazas.json
"Amennyiben a jóteljesítési biztosíték nyújtása hatályának/biztosításának időtartama alatt a Megrendelő teljesítési hibát tár fel, úgy azt köteles a Vállalkozó felé írásban jelezni. Amennyiben a Vállalkozó 5 (öt) napon belül nem kezdi meg a hiba javítását az írásbeli értesítés kézhezvételét követően, vagy megkezdi, de a Szerződésben rögzített határidőben nem fejezi be, úgy a Megrendelő a jóteljesítési biztosíték terhére a hibát mással is kijavíttathatja, és ennek költségét a jóteljesítési biztosítékból fedezheti.",5-Könnyen érthető,epitesi_beruhazas.json
"A Megrendelő jogosult minden külön eljárás nélkül a Vállalkozó nem szerződésszerű teljesítésére visszavezethető bárminemű kötbér, költség egyéb kár megtérítésére a jóteljesítési biztosítékból a felmerült összeget igénybe venni. Amennyiben a nem szerződésszerű teljesítésre tekintettel felmerült kötbér, költség, illetve kár összege meghaladja a jóteljesítési biztosíték mértékét, úgy a Vállalkozó az ezt meghaladó összeget is köteles a Szerződés szabályai szerint a Megrendelő részére megfizetni.",4-Érthető,epitesi_beruhazas.json
"A Vállalkozó tudomásul veszi, hogy ha olyan okból, amelyért felelős, megszegi a Szerződést, akkor pénz (= kötbér) fizetésére köteles. A Vállalkozó a teljesítés késedelme, hibás teljesítése vagy meghiúsulása esetén kötbért köteles fizetni. A Megrendelő jogosult a kötbért meghaladó kárát és egyéb igényeit is érvényesíteni.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó késedelmes teljesítés, azaz a teljesítési határidő(k) (a részhatáridőket és a véghatáridőt is beleértve) Vállalkozónak felróható elmulasztása esetén késedelmi kötbért köteles fizetni, amelynek mértéke a teljes nettó vállalkozói díj napi 1 %-a, de maximum 20 % az adott késedelmes teljesítésre vonatkoztatva.",5-Könnyen érthető,epitesi_beruhazas.json
"A Szerződés teljesítésének Vállalkozó felelősségi körébe tartozó okra vezethető meghiúsulása esetén (pl. a Vállalkozó megtagadja a Szerződésnek a teljesítését, vagy Megrendelő a Szerződés szerinti elállási, illetve rendkívüli felmondási jogával él) a Megrendelő meghiúsulási kötbért követelhet.",4-Érthető,epitesi_beruhazas.json
"A Megrendelő elállása, illetve felmondása esetén a minőségileg és mennyiségileg már átvett részteljesítések ellenértéke a Vállalkozót illeti meg, azt a Megrendelő az egyébként megállapodott módon köteles megfizetni.",5-Könnyen érthető,epitesi_beruhazas.json
"A Szerződés meghiúsulása esetén a meghiúsulási kötbér mértéke 30 %, az alapja a meghiúsulással érintett munka nettó szerződéses díja.",5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó hibásan teljesít, kötbért köteles fizetni, amelynek mértéke a hibás teljesítéssel érintett munka nettó szerződéses díjának 20 %-a.",5-Könnyen érthető,epitesi_beruhazas.json
A Vállalkozó hibás teljesítés esetén is köteles teljesíteni a Szerződésben meghatározott jótállási és szavatossági kötelezettségeket.,5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó a munkavégzés során általa biztosított anyagot vagy berendezést épít be, köteles a Megrendelő rendelkezésére bocsátani ezen beépített anyagok, berendezések minőségi, biztonságtechnikai tanúsítványait.",5-Könnyen érthető,epitesi_beruhazas.json
"A pótmunka a Megrendelő által a teljesítés közben elrendelt olyan munka, amely nem szerepelt a Szerződés alapját képező dokumentációban, valamint amelynek szükségessége a szerződéskötés időpontjában előre nem látható volt.",5-Könnyen érthető,epitesi_beruhazas.json
"A többletmunka a Szerződés alapját képező dokumentációban kimutathatóan szereplő, de a díjban figyelembe nem vett tétel.",4-Érthető,epitesi_beruhazas.json
"A díjon felül a Vállalkozó csupán a pótmunka ellenértékét számolhatja el, többletmunkavégzés alapján a Vállalkozónak díj nem jár.",5-Könnyen érthető,epitesi_beruhazas.json
"Az ilyen pótmunkák elszámolása kölcsönös megállapodás alapján, tételesen történik. Ebben az esetben a pótmunka anyag és díjtételeinek a Szerződésben, illetve ennek hiányában az ajánlatban lebontott ár szerinti anyag- és díjtételekkel azonosnak kell lenniük.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a Megrendelő igénymódosítása vagy a hatósági előírások módosítása, illetve a Vállalkozó - teljesítés során felmerülő, az eredetitől eltérő műszaki tartalommal rendelkező - igénye eltérést határoz meg, úgy azt írásban közli a Vállalkozóval.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"Mindennemű, az eredetitől eltérő teljesítés (beleértve a pótmunkát is) csak a Megrendelő vagy képviselőjének előzetes írásbeli nyilatkozata alapján végezhető el. Ennek hiányában a Vállalkozó a saját kockázatára és felelősségére teljesíthet a jóváhagyott tartalomtól eltérően.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A pótmunkák elszámolására a végszámlában kerülhet sor, kivéve, ha a felek ettől eltérően állapodnak meg.",5-Könnyen érthető,epitesi_beruhazas.json
A többletmunka rögzítése szintén jegyzőkönyvben történik.,5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó a teljesítése során – akár egészben, akár részben – a Megrendelőhöz, vagy a megrendelői cégcsoporthoz tartozó munkavégzési helyen végzi a teljesítést, akkor ezen a teljesítési helyen végzett teljesítés során köteles betartani és betartatni a hatályos munkavédelmi, tűzvédelmi, környezetvédelmi és balesetmegelőzési óvórendszabályokat. Ezek elmulasztása esetén a Megrendelőt semmilyen felelősség nem terheli. A Megrendelő területén, berendezésein csak a Vállalkozó azon munkavállalói, közreműködői végezhetnek munkát, akiket a Megrendelő jóváhagyott. A Vállalkozó munkavédelmi, tűzvédelmi, környezetvédelmi és baleset- megelőzési óvórendszabályokat megsértő, illetve szabálytalanul munkát végző munkavállalója, közreműködője – a Megrendelő kifejezett kezdeményezésére – a továbbiakban nem foglalkoztató a Megrendelő területén, berendezésén. A Vállalkozó viseli a felelősséget a munkaterületen alkalmazott gépek, berendezések",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A Vállalkozó kötelessége a munkavédelem megszervezése, az óvó és balesetelhárítási jogszabályok, tűzvédelmi, rendészeti és környezetvédelmi előírások megtartása. Továbbá a Vállalkozó kötelessége a saját munkavállalói munkabiztonsági oktatása, valamint biztonságtechnikai eszközökkel való ellátása.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó köteles a Megrendelőnek haladéktalanul jelenteni minden, a Szerződés teljesítésével összefüggésben bekövetkezett munkahelyi balesetet, mely a Vállalkozót vagy a teljesítésben közreműködő egyéb személyt érintette. A Vállalkozó munkavégzése során bekövetkezett munkabalesetek kivizsgálása, a felelősség megállapítása a Vállalkozó feladata.",4-Érthető,epitesi_beruhazas.json
"A Vállalkozó kötelezi magát arra, hogy kizárólag olyan munkavállalókat/alvállalkozókat foglalkoztat, akik üzemegészségügyi orvosi vizsgálaton alkalmas minősítéssel rendelkeznek a végzendő munkára.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó kötelezi magát arra, hogy a Szerződés teljesítéséhez kizárólag olyan személyeket (alvállalkozókat) alkalmaz, akik/amelyek rendezett társadalombiztosítási, egészségbiztosítási jogviszonnyal rendelkeznek.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó általa okozott környezetszennyezés, illetve környezetkárosítás esetén köteles a helyszíni kárenyhítést azonnal megkezdeni (további szennyezés megakadályozása, lokalizálás). A Vállalkozó által észlelt környezetszennyezés, illetve környezetkárosítás esetén köteles a Megrendelőt azonnal értesíteni. Köteles ezekben az esetekben a Megrendelőt értesíteni a környezeti káresemény paramétereiről, úgymint: okok, szennyezőanyag milyensége, szennyezés mértéke, megtett és továbbiakban szükséges intézkedések. A káresemény hatósági bejelentése, az okok kivizsgálása és megszüntetése a Megrendelő környezetvédelmi szakemberével egyeztetett módon történik.",5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a munkavégzés során jelentős zajhatással kell számolni, a Vállalkozó köteles meghatározni a vonatkozó előírások betartásának módját, ellenőrzését.",5-Könnyen érthető,epitesi_beruhazas.json
"Vállalkozó a Szerződés aláírásával elismeri, hogy megismerte a jelen Feltételek 11.10 pontjában foglalt szabályzatok betartandó rendelkezéseit, és azokat magára, illetve közreműködőire kötelezőnek ismeri el.  Vállalkozó a Szerződés aláírásával elismeri, hogy a Megrendelő a Szerződés létrejöttét megelőzően a Vállalkozó részére megismerhetővé tette a jelen pontban foglalt szabályzatok betartani köteles érdemi tartalmát, kivonatát.",4-Érthető,epitesi_beruhazas.json
"A Vállalkozó felelős az általa vagy alvállalkozója, közreműködője által a Szerződés teljesítésével összefüggésben vagy a Szerződésen kívül a Megrendelőnek vagy harmadik személynek okozott minden kárért. A Vállalkozó többek között kártérítésre kötelezhető abban az esetben is, ha a Szerződésben foglalt kötelezettségeit nem megfelelően teljesíti, vagy a teljesítési határidőt nem tartja be, és a Megrendelőnek ebből következően kára keletkezik.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó által elvégzett munka új távvezeték szakaszok beüzemelését is magában foglalja, ennek során a meghatározott áramszüneti időtartam 8 óra, 2 óra készenléti idő tartásával. A készenléti időtartamon belül a Megrendelő kérésére a Vállalkozó köteles visszaadni a vonalat (feszültség alá helyezés, munkaterületről való levonulás). A 8 órás vagy a 2 órás időtartam túllépése esetén a Vállalkozó köteles megtéríteni az okozott kárt (pl.",4-Érthető,epitesi_beruhazas.json
"Amennyiben a Vállalkozó a teljesítés során valamely közművet, létesítményt megrongál, köteles azt saját költségén helyreállítani. A rongálás tényét köteles a Megrendelő képviselőjének vagy műszaki ellenőrének is bejelenteni.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó köteles az átadás-átvétel időpontjáig a már elkészült műrészekben keletkezett harmadik fél által okozott károkat (baleset, lopás, rongálás stb.) kijavítani, helyreállítani, pótolni, amiért Megrendelő felé kárigénnyel nem élhet.",5-Könnyen érthető,epitesi_beruhazas.json
"Ha a Vállalkozó a jogszabályi előírások megsértésével, illetve a Szerződésben rögzített kötelezettségeinek megszegése folytán a Szerződésen kívülálló harmadik személynek kárt okoz, és a károsult harmadik személy a Megrendelővel szemben támaszt kártérítési igényt, úgy a Vállalkozó köteles a Megrendelőt teljes mértékben mentesíteni a kártérítési felelősség alól akként, hogy a kárt a károsult harmadik személynek közvetlenül és korlátlanul megtéríti. Ebben az esetben a Vállalkozó által nyújtott kártérítésnek ki kell terjednie azokra a költségekre is, amelyek a kártérítési igénnyel kapcsolatban a Megrendelő részéről merülnek fel.",2-Nehezen érthető,epitesi_beruhazas.json
"A Megrendelő a hozzá beérkező kárigényt továbbítja a Vállalkozónak, aki annak vonatkozásában a káreseménnyel kapcsolatban rendelkezésére álló valamennyi okiratot, valamint a káreseménnyel kapcsolatos álláspontját, továbbá a károsulttal történő egyeztetésének és a kárigény teljes körű rendezésének tényét igazoló teljes bizonyító erejű okiratokat 30 naptári napon belül köteles megküldeni a Megrendelőnek. Amennyiben a Vállalkozó a kárigény teljes körű rendezését okiratokkal nem igazolja, úgy a Megrendelő jogosult a benyújtott kárigény általa indokoltnak tekintett részének teljesítési összegét és vonatkozó költségeit (szakértői díj, felmérések stb.) a Vállalkozó soron következő számlájába beszámítani, vagy annak teljes összegét a Vállalkozóval szemben egyéb módon érvényesíteni.",2-Nehezen érthető,epitesi_beruhazas.json
A Vállalkozó köteles harmadik személy által a Megrendelővel szemben a fentiek szerint indított bármely perbe a Megrendelő perbehívása esetén a Megrendelő oldalán beavatkozóként a perbe belépni.,3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A Vállalkozó kijelenti és szavatol azért, hogy a Szerződés teljes időtartamára – beleértve a jótállás és a szavatosság időtartamát – általános felelősségbiztosítással rendelkezik, továbbá, hogy az esetleges biztosítási káreseménnyel összefüggő költségeket a Megrendelő felé nem érvényesíti. Az általános felelősségbiztosítás kártérítési limitje legalább a nettó díj 100 %-a.",4-Érthető,epitesi_beruhazas.json
"A Vállalkozó felelősségi, helytállási kötelezettsége a Ptk. általános szabályai szerint áll fenn.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó kifejezetten lemond – a törvény által lehetővé tett körben – arról, hogy a Megrendelő vezető tisztségviselőivel szemben a Szerződéssel összefüggésben bármilyen kártérítési vagy egyéb igényt érvényesítsen. A Megrendelő vezető tisztségviselői erre a felelősségkorlátozásra közvetlenül hivatkozhatnak.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A Megrendelő kifejezetten lemond – a törvény által lehetővé tett körben – arról, hogy a Vállalkozó vezető tisztségviselőjével szemben a Szerződéssel összefüggésben bármilyen kártérítési vagy egyéb igényt érvényesítsen. A Vállalkozó vezető tisztségviselője erre a felelősségkorlátozásra közvetlenül hivatkozhatnak.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
"A Megrendelő jogosult a Szerződés még nem teljesített részétől bármikor indokolás nélkül elállni, azonban a már megrendelt és visszaigazolt szolgáltatások átvételét és kifizetését nem tagadhatja meg.",5-Könnyen érthető,epitesi_beruhazas.json
"Vállalkozó akként nyilatkozik, hogy a 13.4. f) és g), valamint a 13.5. pontokban rögzített feltételek a szerződés aláírása során nem állnak fenn, az ebben bekövetkező változást Megrendelő részére haladéktalanul bejelenti.",1-Nagyon nehezen érthető,epitesi_beruhazas.json
"A Felek a Szerződést közös megegyezéssel, írásban bármikor megszüntethetik.",5-Könnyen érthető,epitesi_beruhazas.json
"A Szerződés bármely okból történő megszűnése esetén a Felek kötelesek elszámolni egymással, és a Megrendelő köteles a leszállított és átvett teljesítés után a díjat a Vállalkozónak megfizetni.",5-Könnyen érthető,epitesi_beruhazas.json
"Amennyiben a teljesítés a Megrendelő telephelyén történik és a Megrendelő a Szerződéstől eláll, vagy a Szerződést rendkívüli felmondással felmondja, a Vállalkozót a munkaterületről kitilthatja.",5-Könnyen érthető,epitesi_beruhazas.json
A Szerződéstől való Megrendelői elállás vagy rendkívüli felmondás esetén (kivéve: vis maior) a Megrendelőt zálogjog illeti meg a Vállalkozó munkaterületen tárolt munkaeszközein.,4-Érthető,epitesi_beruhazas.json
"A Szerződés csak írásban, a Felek cégszerű aláírásával módosítható. A Szerződés módosítása esetén a szerződéskötésre vonatkozó szabályokat alkalmazzák a Felek. A szóban vagy ráutaló magatartással tett szerződésmódosítás érvénytelen. Közbeszerzési eljárás eredményeként megkötött Szerződés esetében a Szerződés módosítása során figyelemmel kell lenni a Kbt. 141. §-ban foglaltakra.",5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó közreműködők igénybevételére jogosult, azonban a Szerződésben meghatározott teljesítés egészét nem végeztetheti el kizárólagos közreműködőkkel. A Vállalkozó csak a Megrendelő által előzetesen írásban jóváhagyott közreműködőket alkalmazhat.",3-Többé/kevésbé megértem,epitesi_beruhazas.json
A közbeszerzési eljárás eredményeként megkötött Szerződés esetében a Vállalkozó közreműködő/alvállalkozó (= Kbt. szerinti alvállalkozó) igénybevételére kizárólag a Kbt. rendelkezéseinek figyelembevételével jogosult. A Kbt.,5-Könnyen érthető,epitesi_beruhazas.json
"A Vállalkozó köteles valamennyi közreműködőjével betartatni az összes, a Szerződésben általa a Megrendelővel szemben vállalt kötelezettséget.",5-Könnyen érthető,epitesi_beruhazas.json
"A Megrendelő és a Vállalkozó, illetve – közreműködő bevonása esetén - az általa igénybe vett közreműködő illetékesei egyeztetik a munkavédelmi szabályokat, különös tekintettel az érvényes szakmai szervezeti, valamint a Megrendelő által előírt további előírásokra és szabályokra, és rövidített jegyzőkönyvben rögzítik azt. A Vállalkozó és alvállalkozói közötti egyeztetésről készült jegyzőkönyvet a Megrendelőnek is legalább másolatban meg kell küldeni.",5-Könnyen érthető,epitesi_beruhazas.json
